Gene 	gene.1	Gene.2	  Oocyte	 Zygote	2cell 	4cell 	8cell 	Morulae	Blastocyst	hESC.p0	hESC.p10
X2_LINE	LINE	CR1	0.016612968	0.064739852	0.034436642	0	0.208472606	0.012821039	0.049905267	0.163578029	0.066695874
X7A_LINE	LINE	CR1	21.94876206	23.70972197	14.28480258	12.6281329	20.12695461	8.202037331	2.945859876	7.118865915	8.267297814
MER50-int	LTR	ERV1	31.26310322	28.08616644	22.7485405	18.98451839	18.804549	18.36062472	23.38790619	11.62616424	22.17282112
LTR54B	LTR	ERV1	9.402609296	16.37392041	12.63447385	13.60928731	13.91336706	7.667390062	6.194860188	5.225867811	8.193851387
MamRep488	DNA	hAT-Tip100	7.563444249	5.905313878	4.088252415	3.43470435	6.80776834	7.529833539	1.48800334	2.737730253	2.845833689
AluSx1	SINE	Alu	2780.268002	2153.776537	2222.405183	1556.850506	3092.781198	2847.863811	1581.336213	2814.353032	3818.181425
LTR102_Mam	LTR	ERVL	3.315115907	3.966787639	3.677935938	4.571863927	4.028767368	4.764686542	1.386045599	5.414200943	7.726577418
PABL_B-int	LTR	ERV1	5.796311407	7.919505252	6.466053842	8.146625018	6.966110436	2.193427896	6.393335077	4.136524785	9.446928277
MER41-int	LTR	ERV1	54.38429175	37.54118905	26.67300007	25.24930362	60.21761628	42.55163676	14.8499055	31.96845314	29.86290435
LTR27D	LTR	ERV1	4.378466291	4.036172975	3.474631832	3.461976548	1.405390497	2.051210086	0.445309449	2.206129148	1.986424433
L1MA4A	LINE	L1	394.3873197	237.3320216	291.114972	157.7579102	121.0165499	174.2839823	59.01856856	129.37697	146.2897254
HERVIP10FH-int	LTR	ERV1	23.92408664	82.14697056	88.20949467	69.41483961	167.3810902	39.82940923	31.01833101	75.22819134	51.96256746
tRNA-Met_	tRNA	tRNA	0.016612968	0.024850641	0	0.214411833	0.305394689	0.210371263	0	0	0.097827928
MER67D	LTR	ERV1	8.359669107	13.19650474	8.698895964	11.49219036	5.370287213	4.867050033	0.76869783	3.12233964	3.682766849
MLT1H1	LTR	ERVL-MaLR	136.9269576	73.96639137	51.71465539	101.3844481	87.73256858	61.58084339	14.69367357	33.37867801	30.53931123
LTR22B2	LTR	ERVK	0.570589296	0.305490833	0.978121341	0.210802556	0.55514498	0.551562246	0.429641478	0.005881578	0.395733974
AluYk4	SINE	Alu	219.7418303	167.4638137	218.8251535	136.3487852	220.3539219	227.8883953	155.0341422	179.6321042	205.0391786
MLT1M-int	LTR	ERVL-MaLR	0	0	0	0	0	0	0	0	0
X3_LINE	LINE	RTE-BovB	20.86324718	12.50463051	9.041370747	18.95384143	15.68558613	6.335200208	6.069932381	12.11409586	11.10740875
MER8	DNA	TcMar-Tigger	23.54724396	21.05829547	13.37678668	21.66084415	31.83627773	27.1668558	17.67993379	42.9428499	41.46096844
tRNA-Leu-CTA	tRNA	tRNA	0	0	0	0.003832992	0	0	0	0	0
MSTC	LTR	ERVL-MaLR	15.1918329	18.75356821	16.00969653	24.12859519	64.79726373	49.85088587	11.43255348	27.6523545	30.8935644
LTR2752	LTR	ERV1	8.678823693	5.383724803	4.072326074	8.297069819	6.2682745	5.512661456	0.721547651	4.763188077	1.68082074
LTR39-int	LTR	ERV1	0.078904537	0.495463252	0.346042641	0.131322705	0.301884831	0.441069708	0.602858732	0.348764804	0.094882408
HSAT5	Satellite	Satellite	0.15282856	0.182555425	0.11311964	0.275867639	0.149328815	0.141013229	0.050431705	0.782188073	0.395569718
HSAT4	Satellite	centr	3.212469905	4.09652516	2.850277194	5.755655106	3.139080685	1.896653857	0.554635238	1.236951199	1.261900043
LTR22B1	LTR	ERVK	45.4437454	48.94066395	42.6404913	23.82617854	5.001584428	1.837216754	1.048106746	3.729635873	3.196622096
HSAT6	Satellite	Satellite	0	0	0	0	0	0	0	0	0
LTR46-int	LTR	ERV1	1.236194067	1.842135701	1.631843836	8.48383677	7.872499184	3.129886281	10.28474549	17.51852087	15.95639908
tRNA-Thr-ACG	tRNA	tRNA	0	0	0	0	0	0	0	0	0
L1P4b	LINE	L1	0.172753379	0.792789493	0.697931668	1.608824117	5.817936161	2.233602983	1.26769931	4.882105374	1.583165
L1PBa	LINE	L1	21.70011304	23.03501068	18.50907097	32.63237136	57.083756	91.02625938	24.82444516	74.22719132	83.12465189
L1ME3G	LINE	L1	259.5386923	283.3666042	175.6560395	185.1119332	234.267079	177.9334949	103.0611827	318.5213163	335.4244649
LTR16C	LTR	ERVL	151.8162472	153.0376935	146.0640574	169.0796755	92.75848684	39.31972393	17.27865523	32.89780172	27.64346084
L1PBb	LINE	L1	0.799832137	0.887009104	1.092676015	3.094053825	4.415923106	7.666513127	1.435120119	8.014269965	5.914531923
LTR16A	LTR	ERVL	121.2247288	130.2626272	118.998232	126.697591	78.42652597	55.0176766	12.66218242	42.30973411	38.59406841
LTR16B2	LTR	ERVL	25.40078363	27.50379344	21.81116486	21.41980855	12.50328392	8.49593456	2.238153418	12.52880428	11.48309315
SAR	Satellite	Satellite	0	0	0	0	0	0.00237569	0.002707468	0.004575822	0.002491946
MARNA	DNA	TcMar-Mariner	353.5771429	184.9985027	131.0617218	128.5508066	70.6929357	67.05218529	86.49270004	107.3160929	104.3254136
LTR16B1	LTR	ERVL	24.19976714	21.39415512	14.65866409	22.41333831	12.55825676	9.643138799	1.702435047	5.456104745	6.705464542
LTR9A1	LTR	ERV1	7.567228505	32.81048976	21.39438321	41.76359282	22.27978896	20.73490646	1.252195514	6.975952172	8.425647103
MER58D	DNA	hAT-Charlie	3.646128059	4.584827363	3.370785477	5.312553006	9.812500059	10.57039131	6.517705071	7.217117191	9.30737774
MER58C	DNA	hAT-Charlie	21.47390932	40.34303166	27.44888894	31.31008536	41.04110601	35.7475307	26.14673883	60.5048335	52.09482724
MER58B	DNA	hAT-Charlie	205.7457621	185.2828516	194.7059458	196.1406516	173.3305924	104.8714586	49.99427188	126.1973811	148.5224009
MER58A	DNA	hAT-Charlie	208.6458025	194.8612317	177.7614174	172.2220141	187.8044104	146.4909535	77.02509904	188.2674735	204.8269021
MamGypLTR2c	LTR	Gypsy	7.745020309	11.07194865	7.702469263	11.65423218	9.455470124	11.39443913	0.990333949	5.321384159	3.062749069
HSATI	Satellite	Satellite	0.565634256	0.532387189	0.283151584	1.318130787	0.447339521	0.990062483	0.096437682	0	0.011031399
Charlie3	DNA	hAT-Charlie	4.858853428	4.092377072	2.764643169	5.008282462	16.32172449	21.24369919	3.9755416	11.03799464	14.48617563
L5	LINE	RTE-X	12.27698525	7.996529663	6.620828378	9.783879234	8.820561145	8.918484984	7.219295341	10.75033962	7.586548282
L2	LINE	L2	1054.184725	1662.816892	1660.070337	1474.850471	1012.182377	735.9125705	344.5233417	741.0383962	826.5563153
Charlie7	DNA	hAT-Charlie	52.09288596	33.74658888	22.35283852	29.48676794	33.25060523	34.90971422	14.77855127	57.65777493	60.82819134
Charlie4	DNA	hAT-Charlie	0.115044954	0.45972326	0.412000387	0.569304261	2.188554578	2.519186375	0.320162359	1.913338139	1.403614151
Charlie5	DNA	hAT-Charlie	37.73170565	30.35174515	26.37056288	46.84059092	34.51006524	36.51634064	33.92303989	56.27039505	56.86966469
MER39B	LTR	ERV1	39.06437554	87.54649502	87.23727008	62.89567076	98.1745686	14.54056213	16.44169029	36.21173238	41.69809422
Charlie8	DNA	hAT-Charlie	35.08641822	60.09319984	42.35971244	63.43845197	54.67648469	50.04874208	24.34086364	73.87722025	60.05514912
L1MC5	LINE	L1	448.6196163	422.4633494	315.2571621	322.3763857	298.35094	283.4287423	229.378453	325.9373172	343.225202
MER101-int	LTR	ERV1	41.65847898	57.12175189	36.09766991	44.35485667	21.79534333	11.57118294	4.283409888	14.29387173	17.34031047
HSMAR1	DNA	TcMar-Mariner	50.14673425	72.11517761	156.5053931	44.87100083	193.7021463	169.2752428	66.22971479	65.72447223	63.69229936
LTR42	LTR	ERVL	2.510533902	2.421381929	3.000322372	4.891763503	4.620681402	5.578164294	5.755045698	4.980408635	3.179528701
LTR41	LTR	ERVL	24.50351527	27.68039207	25.7598718	26.47484454	32.22862961	31.4383401	30.75710038	33.78498135	43.5284126
HSMAR2	DNA	TcMar-Mariner	351.2587198	201.2626327	109.5233957	90.54493556	61.57882412	44.49275207	47.89698224	58.16766694	44.87325068
LTR46	LTR	ERV1	7.515374518	6.636185259	6.462094647	11.94535236	12.90304736	12.83274703	4.418647826	8.592842724	10.41977251
LTR45	LTR	ERV1	16.73078634	20.62810039	23.75389577	32.24862636	21.37272629	3.828478307	0.362990138	0.563205462	0.778540502
LTR44	LTR	ERV1	32.90406441	18.66322918	16.89308578	18.4201328	12.76869954	4.509433224	1.109111955	2.011191998	1.7031321
LTR49	LTR	ERV1	8.581049345	9.807287729	8.185296207	11.60519946	14.71576201	16.27921969	4.630819875	12.36459283	12.84763478
LTR48	LTR	ERV1	17.75466495	21.8111665	17.29766833	23.60227452	17.26162716	10.21705695	2.70433543	5.924487613	6.081295459
AluYb9	SINE	Alu	86.14118841	64.90347418	84.39063929	50.1049186	101.9439754	113.0041642	81.84743993	90.99233197	102.1887991
AluYb8	SINE	Alu	180.4309277	132.623527	162.3877334	103.2710865	169.9156278	182.0512081	143.6422146	163.9211923	202.3545413
LTR38C	LTR	ERV1	2.70131141	3.047364164	2.117652178	1.463527486	3.972563473	3.351222286	1.010192259	2.181881627	2.529418864
LTR38B	LTR	ERV1	17.14236931	19.09490383	16.98281449	14.21242215	4.884681207	3.235922907	0.16425535	0.988960689	1.657171914
tRNA-Leu-CTG	tRNA	tRNA	0	0	0	0	0.07234591	0.002352473	0.00459196	0	0.058084606
Tigger4a	DNA	TcMar-Tigger	20.87862406	18.38945977	12.03717219	24.04718301	62.35337216	53.64369204	33.04035512	60.65421532	71.6726419
LTR26B	LTR	ERV1	1.726287968	3.043668791	1.949763985	1.400440383	2.926526649	2.194415972	0.100244701	0.89314488	0.740270167
LTR26C	LTR	ERV1	30.18088867	30.32372566	19.91720585	13.02826604	23.76854194	12.48026637	6.91787291	1.802714783	1.081879674
LTR26D	LTR	ERV1	0.790561187	1.226985249	0.663176329	1.674783025	1.359929473	0.742421572	2.231255547	5.246273586	0.68358415
LTR26E	LTR	ERV1	3.680597047	5.409200946	6.156618472	4.228170203	3.219972071	2.089174207	1.029666824	1.881144992	2.444360578
MER9a2	LTR	ERVK	1.242474114	1.121145056	1.217301921	2.820733286	54.20903592	19.33752841	4.087063406	7.734587539	11.28557392
HERV15-int	LTR	ERV1	3.458189997	3.102527849	3.29355739	6.892036769	4.534574953	2.929033825	1.222753092	15.48494433	14.62603197
L1MB8	LINE	L1	256.705252	286.8652229	221.7075441	287.9534458	368.6723558	302.5526092	201.0935138	359.2340495	471.9232937
Charlie14a	DNA	hAT-Charlie	10.36956544	7.374746879	4.919693218	4.232881772	12.51655145	8.584091162	6.172100297	20.87856501	20.57700159
HERV-Fc2-int	LTR	ERV1	0	0	0	0	0.246045714	0.045532311	0.066616495	0.34615556	0.144803629
L1MB1	LINE	L1	78.52099578	72.17957559	53.28225311	51.04179081	83.71872394	110.2764803	49.95686139	128.776903	116.088568
L1MB3	LINE	L1	329.9665306	348.6354799	269.1300696	270.3709659	258.6328088	299.2518586	142.8457025	269.9359467	301.5812218
L1MB2	LINE	L1	133.6545639	135.2187755	103.5719022	104.1311211	202.2145177	282.5108194	170.1702938	209.7617818	205.2077377
L1MB5	LINE	L1	115.8709583	122.7431585	100.8256793	123.9611145	141.7634922	149.6541727	88.94029843	203.0988423	260.1754317
L1MB4	LINE	L1	170.6955051	164.9509123	125.8864198	113.6718771	142.7733339	130.1262906	82.55537617	151.6142573	157.3209343
AluJr4	SINE	Alu	448.476793	441.8814242	430.3640307	376.5685022	474.5900946	404.9950559	226.468467	380.6768824	494.1867972
L1P4a	LINE	L1	25.46862215	41.05435911	29.32355165	32.65729427	13.46720479	12.37158667	1.694996838	10.8512831	9.875566636
MamRep4096	DNA	hAT-Tip100	121.2930459	29.33239828	20.70519483	21.73871233	22.33198538	11.01312015	5.988937037	7.425478	7.674959419
MER135	DNA	DNA	1.768206403	1.546846537	1.411096295	2.181314693	3.003675311	2.854425663	1.743140251	5.520031532	3.548904391
THE1-int	LTR	ERVL-MaLR	4.106869201	4.649614901	3.594244341	7.264249902	10.52502334	10.28187845	2.506062966	7.462860531	4.514367862
HERVS71-int	LTR	ERV1	394.7911644	307.0882748	288.9942106	255.907664	65.50993994	27.53021916	22.17717368	271.1131196	186.7187507
MIR	SINE	MIR	2233.179372	2099.704936	1738.620895	2132.240781	1933.063237	1392.107544	895.3121263	1746.140216	2049.587075
HERVK11-int	LTR	ERVK	0.131657922	0.360729863	2.481782543	3.859683872	13.58156969	5.542648447	2.584013948	24.80653059	9.713727508
ACRO1	Satellite	acro	0.281095444	4.110623039	14.13057	43.58851071	4.664891522	4.19408765	1.410142863	5.927672827	0.443723952
LTR90A	LTR	LTR	1.339262912	2.791870432	2.365197103	3.472440758	6.891822959	3.907619746	2.651313109	6.06385913	5.126303127
LTR90B	LTR	LTR	12.41667255	7.20744523	4.168794763	3.506038415	3.326886185	1.727108977	1.163028949	2.652561631	3.7466995
MER65C	LTR	ERV1	3.039399729	4.32813125	3.272345429	4.29769992	7.077439721	7.608149708	3.73789526	7.584655163	8.355749591
MER65B	LTR	ERV1	4.486509641	2.146548121	2.014994071	0.893550472	6.641407024	1.211303872	0.645441566	1.424311806	0.882717924
MER65A	LTR	ERV1	64.37242536	55.21105661	145.6874113	54.88255718	42.06702084	21.54840943	8.214154504	12.00874266	13.4395035
HERVK3-int	LTR	ERVK	7.530931096	24.82358689	26.07744285	35.36671482	68.66152837	72.92789682	41.85159616	23.67940633	34.07080365
L1ME2z	LINE	L1	211.9161699	191.1353503	129.6399932	99.94375342	129.1919739	97.68442876	44.28679383	73.30553987	86.02022086
L1PA11	LINE	L1	66.9727275	51.77361627	42.4356056	39.34270724	71.25647818	93.57554664	51.45087962	113.823746	128.3120697
Tigger19a	DNA	TcMar-Tigger	80.6829732	54.0060251	41.02263534	50.50628019	64.60314096	52.53143458	57.43271541	113.500202	91.32616825
LTR91	LTR	ERVL	5.324247169	6.461485244	4.842334143	7.820610393	3.782267455	1.658046225	0.638415471	0.29802333	1.938021672
Charlie1a	DNA	hAT-Charlie	111.2615755	91.85328443	67.84292363	75.81017425	151.2347545	121.0359645	80.15253133	126.8512964	171.8461645
Charlie1b	DNA	hAT-Charlie	33.45766608	23.58110528	17.56696665	17.59078743	47.66549872	43.07961713	42.01988619	71.05359562	57.90696145
PRIMA41-int	LTR	ERV1	13.95693006	22.45700116	19.33477248	25.67542855	25.04439873	19.50613641	10.36045782	5.33726739	10.90409537
SST1	Satellite	centr	9.768082084	8.441262041	7.303004147	12.53897833	5.961924867	5.785245626	2.066628493	5.025115618	0.862114212
MER54A	LTR	ERVL	22.41456567	20.37573157	16.53062876	17.67025042	24.56657643	18.7634439	8.800015116	18.61632837	15.2766787
MER103C	DNA	hAT-Charlie	101.9606781	109.7144624	86.76131331	105.3305714	90.99203553	75.39487215	96.10368824	110.5070813	102.4555512
MER51-int	LTR	ERV1	10.05570487	12.14022625	9.569810012	12.17548182	23.01858675	15.45891405	6.639885982	15.57817603	21.71598713
MER67C	LTR	ERV1	11.42458916	13.55490632	9.970921437	7.761791589	15.28637421	15.34614089	6.261746471	13.26983543	12.4103025
AluJo	SINE	Alu	1924.231088	1630.104061	1711.829015	1370.878734	1973.580614	1739.73054	1002.213446	1588.078713	2189.998082
SVA_C	Other	Other	17.17655666	9.058226358	15.22351513	14.64604834	492.4687549	1196.692569	84.70147949	35.81352006	33.68265865
LTR1D1	LTR	ERV1	5.724306108	5.985894265	4.772411518	8.37369735	5.034468849	2.515817246	0.287017249	2.548934055	7.943675691
MamGypLTR3a	LTR	Gypsy	8.762571643	13.81339852	9.942089295	18.58762555	12.86168073	9.59709546	1.538459737	2.576077415	4.284738378
ERV3-16A3_I-int	LTR	ERVL	122.2680724	197.0773172	138.5455379	203.5663173	148.6877235	67.2109534	15.74691846	37.97147397	63.97808567
MER34A1	LTR	ERV1	11.24099115	10.20118831	6.340743038	5.841552353	13.07382912	11.83260911	4.548917783	14.1782284	14.06734645
Tigger16a	DNA	TcMar-Tigger	26.85205667	47.74262646	33.16094607	27.38909475	20.16421587	18.95607591	12.17280389	31.38127941	38.16083757
THE1B-int	LTR	ERVL-MaLR	10.6622535	14.4729738	15.71319536	30.39705647	162.1814387	147.3913923	36.53892961	119.9365279	104.3389382
Tigger9a	DNA	TcMar-Tigger	22.98749705	27.00228884	22.25880223	18.95055295	17.30611722	10.14502765	2.912485053	7.939091532	12.06861823
Tigger9b	DNA	TcMar-Tigger	24.48382616	11.47345585	9.108995971	9.783701319	18.23146495	12.00036712	7.544319655	12.11593614	19.30885365
MER57A-int	LTR	ERV1	36.52704243	52.88778838	49.23079607	51.80011393	62.94325449	62.8645408	24.81997755	20.29500566	29.85762419
Charlie18a	DNA	hAT-Charlie	65.1305258	36.69582011	29.61419827	20.61553673	24.61843196	19.77472053	23.96437699	30.41489378	36.82128609
LTR16D	LTR	ERVL	23.52152719	15.52672931	12.1137263	21.26383407	12.46250396	6.470522826	1.241218253	3.233583379	5.20897132
AluSq10	SINE	Alu	300.8438722	225.8335762	288.7846015	158.8155094	280.0969081	281.7504449	212.1551825	275.5961203	284.6713816
AluJr	SINE	Alu	1871.435827	1655.919851	1571.887408	1290.00383	1928.787447	1681.274025	1016.330416	1640.394724	2276.40674
Charlie10	DNA	hAT-Charlie	49.71981357	32.79711029	21.12021774	16.477791	18.91871763	18.15325294	12.31592829	42.75458861	26.89852867
Charlie11	DNA	hAT-Charlie	2.776058411	2.637950384	1.963485005	3.592276523	1.615133376	1.490892952	0.737538973	2.397567427	2.554428569
Charlie12	DNA	hAT-Charlie	0.093874316	0.137876062	0.091918547	0.016766535	1.032874242	1.179058016	1.686243894	2.191284164	0.997776034
L1MEg1	LINE	L1	8.085284854	10.45410844	4.029586851	7.377142423	8.457206328	19.83574899	8.776477453	17.9656787	21.84431565
L1MEg2	LINE	L1	18.09808579	28.28100409	17.37951289	16.63675593	7.710481771	14.61195752	4.264211209	5.448199114	12.00831667
Charlie17	DNA	hAT-Charlie	6.051863301	3.597404536	2.462966499	3.635843635	7.443355726	8.753055523	14.45199577	25.00026166	25.3898823
MER110A	LTR	ERV1	6.941288139	9.210668903	9.593958967	12.36791361	6.464396648	4.615080655	18.23488709	204.229116	175.1968872
HERVE-int	LTR	ERV1	99.78788091	38.5291593	56.74625691	32.17070215	17.74735392	11.76474903	6.475228977	7.093149175	8.806501305
MLT1L	LTR	ERVL-MaLR	580.0244423	501.3273211	525.3342124	584.5215677	265.3004662	126.6981388	49.28249983	97.32598684	99.64305669
MLT1H1-int	LTR	ERVL-MaLR	1.900813286	2.495275422	1.927669535	4.712027027	5.253549602	6.494177237	0.879870885	0.571717704	0.977946257
HUERS-P2-int	LTR	ERV1	6.766058861	7.736251523	7.790595899	16.15605353	9.959645146	2.642930351	1.090781478	12.11703494	5.738505929
MLT1E3-int	LTR	ERVL-MaLR	1.288948836	0.612940392	0.287607924	0.445726666	1.008138819	1.491762083	1.255927465	0.504389451	0.763499845
Kanga1	DNA	TcMar-Tc2	16.40691004	7.80623631	5.124924604	11.21434499	19.13962736	24.0612713	7.908073973	13.72246428	16.48093859
MamGyp-int	LTR	Gypsy	6.129358061	8.232441393	5.513318069	9.981252541	24.02569299	27.82105981	7.158915476	11.78907862	15.22120731
LTR22E	LTR	ERVK	0.823838069	3.510820799	2.946762504	4.601084669	26.35797081	14.04179482	6.589494011	5.069685329	6.142288965
MER76-int	LTR	ERVL	1.312765338	1.741502442	1.09013776	1.479494954	10.86234599	3.56354173	0.472540279	1.747727884	0.51383923
ERVL-B4-int	LTR	ERVL	39.95023173	135.4191218	121.1568183	111.1780704	62.83509992	43.91481551	14.82905897	31.33574636	39.05922823
LTR22B	LTR	ERVK	0.622443283	0.463195617	0.404938213	2.380075994	4.573877887	2.768828741	0.486173362	1.85151369	0.718368826
LTR22C	LTR	ERVK	0	0.063760488	0.182549926	0.170464337	1.825090028	1.06676234	0.049925449	0.003870769	0.174226495
MER81	DNA	hAT-Blackjack	16.06724245	14.82978941	10.23806951	18.86190882	18.14410761	13.56274504	5.034806644	20.19985801	20.48401924
MLT1H2	LTR	ERVL-MaLR	445.5876835	187.6490309	234.2275408	198.8295096	89.39058286	37.06688823	17.28993494	41.95394465	38.20003081
UCON23	DNA	hAT?	3.317633021	2.030638977	1.767582298	3.872472419	4.067128792	2.792330376	9.487156192	8.999168616	8.655110123
MST-int	LTR	ERVL-MaLR	0.539828143	0.847717275	0.546964995	0.855390029	3.956982944	1.867901402	3.067547323	7.848452116	6.25995287
GSATX	Satellite	centr	0.156165885	0.531462193	0.539546832	1.023651311	0.325145243	1.177373525	0	0.695537596	0
HERVH-int	LTR	ERV1	1267.166465	1792.610648	1668.933165	1451.766909	2089.409808	1585.949494	1641.248468	11154.88408	4554.351349
AluSg4	SINE	Alu	405.6778796	355.3525356	450.6526582	258.7364037	398.7220969	417.9410706	279.6866333	364.6303936	429.7132399
LTR23-int	LTR	ERV1	0.457265334	0.237919556	0.285386927	0.981049192	1.845590255	0.692303761	0.182038587	1.473444273	0.901366916
LTR88c	LTR	Gypsy?	4.321029252	4.988028598	3.291042575	6.288080046	6.937484564	5.481898132	1.044624366	24.35228596	7.584593659
MamTip1	DNA	hAT-Tip100	35.17299255	21.30128924	19.91280484	24.25478833	12.86592251	6.395438385	6.273640327	8.326343432	9.942727923
MamTip3	DNA	hAT-Tip100	20.14927582	18.54389197	12.39152959	14.69316047	10.59223048	5.469779002	2.499235271	8.506760726	13.81908735
MamTip2	DNA	hAT-Tip100	139.5470926	154.7443112	166.0010038	174.2615233	84.59908861	45.26932671	50.61962432	68.25806495	75.08053013
THE1C	LTR	ERVL-MaLR	141.2831465	270.7602408	292.2815701	128.7081448	95.30962766	71.89502784	28.2111602	120.4061875	98.21751206
THE1B	LTR	ERVL-MaLR	135.1196333	271.626632	299.2266773	182.3093278	279.5507828	279.9814945	96.26093151	185.8983654	190.640245
THE1A	LTR	ERVL-MaLR	24.17285923	40.13845362	45.04113797	36.15071467	97.49303243	85.59479535	20.68282986	67.68679061	39.53172791
MER84	LTR	ERV1	5.447318636	4.587954606	4.750908299	4.179586985	5.190943807	8.311168648	9.748670544	3.365405972	2.835436787
MER4CL34	LTR	ERV1	20.4743191	39.52350654	35.85438492	37.67610355	19.9238477	9.817738346	2.042647997	4.910521142	8.587686777
LTR1	LTR	ERV1	5.765991131	5.034429373	3.129267933	7.786641286	6.613414722	10.31244225	1.673822861	3.478106961	1.22492213
HERV1_I-int	LTR	ERV1	4.377533981	2.645492479	3.196351605	3.180705481	1.919519809	3.944690548	0.681827561	0.630053288	2.650484788
LTR53B	LTR	ERVL	4.134025795	9.152331687	9.449787988	8.29484438	4.563250755	1.408701908	0.639987685	1.113491493	0.57938698
LSAU	Satellite	Satellite	0.371260541	0.207174299	0.17429887	0.9372968	0.348428682	0.242230098	0.035873304	0.007112088	0.002465083
L1M4c	LINE	L1	97.80018303	100.0616155	82.65209589	85.74211874	146.3171315	243.2380626	359.0231456	295.6817387	504.3127034
L1M4b	LINE	L1	73.46277252	126.9139267	177.7822364	220.7092416	112.1573342	88.16423526	38.79273279	70.75595971	78.56700396
LTR109A2	LTR	ERV1	0.077235875	0.042284287	0.076821796	0.226118304	0.070587512	0.022177144	0	0.042672529	0
Plat_L3	LINE	CR1	54.48381534	49.30558074	36.28696426	56.1531076	63.75080791	49.31801782	12.45871695	48.24539945	34.72281683
tRNA-Pro-CCA	tRNA	tRNA	0	0	0	0.005754514	0.080143914	0.003168766	0	0	0
tRNA-Pro-CCG	tRNA	tRNA	0	0	0	0	0.636986009	0.023909862	0	0	0
X6A_LINE	LINE	CR1	3.543829861	6.170167902	2.655963225	3.583745461	1.466565161	1.683244858	1.697090891	4.381691298	3.648218499
LTR06	LTR	ERV1	0.200997418	2.097158088	1.978626549	2.223201669	7.662898217	7.400018073	3.960277347	4.684794715	4.636293042
MER101	LTR	ERV1	11.56075104	15.35296973	13.39058239	12.287126	3.088384081	2.045013709	0.605962771	0.82784766	1.824795324
HERVL32-int	LTR	ERVL	1.650194636	2.053700672	1.561823597	2.045618438	0.994601532	0.941371204	0.042672408	0	0.725608596
L1PREC2	LINE	L1	178.9987361	136.0813219	111.0237954	104.7801904	173.1425868	173.0825481	81.55976665	191.6059183	170.0827175
MamGypLTR2b	LTR	Gypsy	4.741522005	5.123211221	3.832091678	5.54626196	9.633681839	7.225683662	2.121531319	3.389050377	3.630742387
MER105	DNA	hAT-Charlie	10.29832525	6.579478216	4.654391001	7.947425379	9.477547239	6.878838865	3.982013854	10.69849434	11.90924892
MER104	DNA	TcMar-Tc2	15.78240216	12.8404611	8.45334679	9.834680108	26.91430903	20.2595162	26.25401754	25.44388869	26.6944632
MER67B	LTR	ERV1	48.60812697	112.9407253	229.792236	269.3018383	94.84867801	12.02951115	6.473206342	4.879195796	7.675678695
U13_	snRNA	snRNA	3.75677095	4.728680528	3.808184121	6.679571722	7.191810863	8.694045456	3.526184457	8.470083275	14.17017165
tRNA-His-CAY_	tRNA	tRNA	0.016612968	0	0	0.017787125	0.172847408	0.211614386	0.002542408	0.144813814	0.127081495
HERVK-int	LTR	ERVK	3.520991944	4.499032229	5.771272418	9.388495803	69.45684599	128.4331544	111.9404522	500.9602498	125.2243112
AluSx4	SINE	Alu	490.8225002	409.4064028	465.1037294	301.8195382	573.9216386	579.2969321	350.2827463	475.4045691	584.2759505
LTR38A1	LTR	ERV1	0.239230723	0.497956244	0.43551818	0.595922827	1.241989568	1.137427889	0.165941715	0.758395346	0.861261374
AluYf5	SINE	Alu	97.00764232	76.29883089	97.37269132	54.39231881	100.7848962	113.8580938	81.36375823	86.5777148	104.0903129
AluYf4	SINE	Alu	181.3238209	138.1670179	174.0150928	101.7164417	182.7771361	198.9111826	141.6203036	156.9792026	181.3639539
AluSx3	SINE	Alu	1708.246734	1280.482481	1425.710226	681.8548083	1024.389507	1005.87611	654.8982239	1096.662642	1289.14203
L1HS	LINE	L1	20.40082246	19.09081178	19.61123529	30.68765602	45.04969229	94.91314537	31.26920648	129.7093517	102.3065681
Charlie1	DNA	hAT-Charlie	26.52361391	17.22973361	10.83429004	15.57610792	52.11994518	58.92943721	48.40181025	109.431266	89.78333089
MER21C	LTR	ERVL	87.97839114	90.13019499	86.32140006	96.17588384	134.7139237	96.18864635	41.56591089	105.6543436	123.1651485
MER21B	LTR	ERVL	60.93707465	44.38275948	49.90216932	58.54993786	109.4679507	79.19381005	41.21587007	64.3014412	73.13518994
MER21A	LTR	ERVL	228.0692443	181.8420083	333.8922421	195.2232105	154.731127	115.2244339	36.49293335	61.13751004	56.67390231
tRNA-Ser-TCG	tRNA	tRNA	0	0	0.017001022	0	0.149334871	0.021544954	0	0.014837399	0
Charlie6	DNA	hAT-Charlie	199.8358652	181.0033395	122.0853149	111.5022046	140.4075694	82.47020534	62.26711518	62.07296637	61.25041543
MIR3	SINE	MIR	1666.334624	1387.82171	1180.383609	1428.588867	1183.740429	946.4922761	692.4761606	1217.62844	1288.421266
L3	LINE	CR1	1236.349293	1102.643987	1061.487887	976.5086946	860.140278	595.8270738	408.8108347	698.6015929	759.6370195
Charlie21a	DNA	hAT-Charlie	20.96249891	12.6738603	8.977271582	11.0692083	17.33885705	16.47227714	14.54462078	22.84045931	16.60732012
ERV24B_Prim-int	LTR	ERV1	33.86583907	36.81787821	32.26706383	37.3227577	18.92038455	3.971055698	0.32691587	2.596330069	7.239167069
